,title,image_id,medium_display,style_title,artwork_type,category_title,artist_title
189,"Personal Commissions: “FIRE. Sexy, beautiful WF, dominant wants a very willing, submissive who understands his place, for creative + complicated discreet play. Tribute. Ext#6795”",e0dafcca-f098-3dcd-983f-824e6b7def2d,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
190,"Personal Commissions: “She Said Yeah. SWF, sharpest knife in the drawer, and best looking too. You definitely want to get to know me. Seeking man who can keep up w/ me. No judgments. I’m pretty unconventional. Hopefully you like it that way.”",1bcf459d-7aaf-feda-7ec8-e51d9ae71453,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
191,"Personal Commissions: “Trophy needs polishing. Attractive, intelligent, sweet and caring midwestern SWF, 25 seeks man to take me to my potential. Quiet and shy person, but have another side. Looking for man of means, a leader.”",1505d034-8a27-af1b-7fd2-d22fc1d19f9d,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
192,"Personal Commissions: “Demi seeks Ashton Kutcher. Very attr single white Female 44 seeks tall attr responsible honest sexy sweet & financially stable younger man, 25-35 for possible relationship. Ext#7449”",0c839d9f-7d07-a860-4564-d31881a7951b,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
193,"Personal Commissions: “Beautiful, tall and slender 28y/o seeks well connected man. If U attend A-list gala events in NYC, are kind and bring a date lets have some fun!!! Ummmm. Ext.#4803”",73d1005c-392f-74fb-cad2-f0bb37cd170d,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
194,"Personal Commissions: “She Said Yeah. SWF, sharpest knife in the drawer, and best looking too. You definitely want to get to know me. Seeking man who can keep up w/ me. No judgments. I’m pretty unconventional. Hopefully you like it that way.”",06a5373f-9f7e-9988-7705-00df39e9368d,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
195,"Personal Commissions: ""Beautiful 50-ish woman looks 30, Anna Nicole type looks, seeks very generous + understanding gentleman, for ongoing friendship/relationship first. Ext 7461""",cfc913d8-0a8c-19e2-7901-e3488fb49906,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
196,"Personal Commissions: “A dream into the Real. Very sensuous, cheerful, SWF, 38, gifted, charming looking for a distinguished, very affluent hi-end art lover, a patron to share great heights. Ext#6910”",90499a6d-0a95-a3f7-4ed3-73f7856cc6ba,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
197,"Personal Commissions: “Let the Good Times Roll. 1 Blond, 53 yrs old, curvy, buxom, slim, clean, petite. No diseases or drugs. Seeking healthy, honest, reliable, financially secure younger man for discreet sensual fun. Ext#1084”",14bec849-bfe4-54c0-ac42-9e371fabe6f6,Chromogenic print; edition 2/2 APs,21st Century,Photograph,,Leigh Ledare
198,Vokzal,1c1e47cf-0aa7-41a8-38fd-4eddb5e27781,"16 mm film, DVD, sound; edition 1/5",21st Century,"Film, Video, New Media",,Leigh Ledare
199,Personal Comissions,,Chromogenic prints (10),21st Century,Photograph,,Leigh Ledare
200,Snuff Box,6e8b0298-6317-ed74-c114-63ee57591e86,Gold and enamels,,Metalwork,,A.J.S.
201,Beauford Delaney,49b11242-2e0d-468e-1c67-127992fd0b89,Charcoal on cream laid paper,,Drawing and Watercolor,,Georgia O'Keeffe
202,The White Place in Sun,a5b8d8f3-79a4-6ee4-bf3e-ce143cc9d2fd,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
203,Spring,ba74b990-fc26-64fd-4704-328e99e1eef8,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
204,Road - Mesa with Mist,f6517995-3f7b-4499-1214-33496c4b471c,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
205,"Peru - Machu Picchu, Morning Light",67b6776b-09df-bf71-72e9-5b43446906b4,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
206,Abiquiu Sand Hills and Mesa,c7f347b6-2ec2-0d73-8a79-5c83e4d49c38,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
207,"A Wooded River Landscape with Jacob, Laban, and His Daughters",b12c944b-0b7d-c57b-63e0-93cf97fbd8b3,"Pen and brown ink, with brush and black, brown and gray wash, and black chalk, on cream laid paper, laid down on cream laid card",,Drawing and Watercolor,,Claude Lorrain
208,The Shipwreck,a2b271f3-350a-1626-2e42-567f6c2605f9,Etching on ivory laid paper,,Print,,Claude Lorrain
209,Harbor Scene with a Lighthouse,15800d70-d1c8-a732-007f-a22a55cb407e,Etching on ivory laid paper,,Print,,Claude Lorrain
210,Red Hills with Flowers,dc49268e-ecd0-6603-67f7-aad81769bda2,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
211,Mule Skull with Turkey Feather,9cd51577-1547-b022-3995-fd2a87e64219,Graphite on ivory wove paper,,Drawing and Watercolor,,Georgia O'Keeffe
212,Harbor with a Large Tower,5e197d73-5696-892f-627b-66418fffb8e1,Etching on ivory laid paper,,Print,,Claude Lorrain
213,Buildings Beside Lagoon,dd7c7a67-8f7e-52e0-ab6c-f298c336e9bd,"Pen and brown ink, with brush and gray wash, on ivory laid paper, perimter mounted on cream wove card",,Drawing and Watercolor,,Claude Lorrain
214,Nymphs and Satyrs Playing Musical Instruments,ce60768f-0ba6-6616-40e1-6cfd2e95284e,"Pen and brown ink, with brush and brown wash, on cream laid paper",,Drawing and Watercolor,,Claude Lorrain
215,Landscape with Walled Town,3529ff37-060d-398e-4d38-ed9c1270d52e,"Black chalk on rust laid paper, laid down on cream laid paper",,Drawing and Watercolor,,Claude Lorrain
216,Dancers and Musicians Before Village with Ruined Tower,3eafa819-5496-d80d-933f-e5c7c3ec9123,"Red chalk over traces of graphite with pen and  brown ink border, on cream laid paper",,Drawing and Watercolor,,Claude Lorrain
217,Sky above Clouds IV,8fa4d1dd-b05f-eb8d-b83f-7b5dd65642db,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
218,Italianate River Landscape with Bridge with Tower,42d7a622-ea36-1e8a-64df-1609d9122600,"Pen and brown ink and brush and brown wash, over graphite, on cream laid paper, tipped on to cream card",,Drawing and Watercolor,,Claude Lorrain
219,Seascape,20aedad0-795c-dda3-0805-bb92ab27056d,"Pen and black ink and brush and gray wash on tan laid paper, laid down on tan laid card",,Drawing and Watercolor,,Claude Lorrain
220,Red and Pink Rocks and Teeth,ded89c7f-e204-d5de-f60a-53de3d28e69a,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
221,River Scene,4656916f-65a4-0381-e9de-4ea2ada47484,"Brush and gray wash, over black chalk, on cream laid paper, laid down on ivory laid paper",,Drawing and Watercolor,,Claude Lorrain
222,The Tempest,3d9375e9-f39b-4255-71ba-92ba8268be1b,Etching on ivory laid paper,,Print,,Claude Lorrain
223,A Rocky Hillside,289792d8-e556-0482-c5ea-3f271803c829,"Pen and brown ink, brush with brown, pink, and green wash, heightened with white gouache, over traces of red chalk, on cream laid paper",,Drawing and Watercolor,,Claude Lorrain
224,Arabesque,d1919b9b-70c6-fa0c-31ac-ad3abd975953,Etching on ivory laid paper,,Print,,Claude Lorrain
225,Seated Woman and Other Sketches,7ae19972-12e6-22f3-c605-e1228052c4a5,Etching on ivory laid paper,,Print,,Claude Lorrain
226,The Two Landscapes,9a3ac491-4a27-8130-32db-65b3fb698bb4,Etching on ivory laid paper,,Print,,Claude Lorrain
227,Study for a Scene with Brigands,8ab54058-3733-deda-2167-cf4444a9d9aa,Etching on ivory laid paper,,Print,,Claude Lorrain
228,White Shell with Red,26e287ce-fc2a-7fc8-25c8-96540772c8cb,Pastel on wood pulp laminate board,,Drawing and Watercolor,,Georgia O'Keeffe
229,From a Day with Juan IV,9a342ab4-d9a6-1187-9fe8-54886fd45620,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
230,Black Rock with Blue Sky and White Clouds,544501c8-c144-000b-7165-f7a0b15b899d,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
231,It Was Yellow and Pink III,2933251d-c4a9-d961-a702-af5d1e10ea3d,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
232,Ballet Skirt or Electric Light,bbb8539a-5d43-0c6b-ca68-61adcb08c370,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
233,Classical Landscape - Tivoli,3a0dfb18-960e-0bd2-6859-e6e964882783,Pen and ink on paper,,Drawing and Watercolor,,Claude Lorrain
234,The Flight into Egypt,25c83ed6-713c-4be6-dbfe-13fcaadd4da3,Etching on ivory laid paper,,Print,,Claude Lorrain
235,Cow's Skull with Calico Roses,2d695bad-1205-6185-c3aa-3fd42210dbf9,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
236,The Herd at the Watering Place,8241fef5-6249-844d-7bab-74b7ed0c131e,Etching on ivory laid paper,,Print,,Claude Lorrain
237,Panorama from the Sasso,b2228199-cf8f-41a1-9482-b32e654b9011,"Pen and brown ink with brush and brown wash, heightened with white gouache and traces of white chalk, over black chalk and graphite, on cream laid paper",,Drawing and Watercolor,,Claude Lorrain
238,Two Frigate,c7d4eac7-c6dd-b19c-47fd-fbb7efb0ff0a,"Pen and iron gall ink, and brush and brown wash, with graphite, on buff laid paper, laid down on cream laid paper",,Drawing and Watercolor,,Claude Lorrain
239,The Wooden Bridge (Rebecca and Eliezer),4bd90300-6714-27d7-09cb-a1bc60c48ff0,Etching on ivory laid paper,,Print,,Claude Lorrain
240,"Time, Apollo and the Seasons",d8625e4b-a95d-1771-7ef3-0fe369e11795,Etching on ivory laid paper,,Print,,Claude Lorrain
241,The Goatherd,eb59e571-83a8-74be-ac7e-ba891d350d53,Etching on ivory laid paper,,Print,,Claude Lorrain
242,Coast Scene with an Artist Drawing,953bfd0f-de06-2cca-6d04-a02cbf7caa22,Etching on ivory laid paper,,Print,,Claude Lorrain
243,"Black Cross, New Mexico",86729761-235c-c900-5c07-2d0bdbe38947,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
244,The Rape of Europa,9b8469ca-fe14-47e6-51d4-47c0f4dd86b6,Etching on ivory laid paper,,Print,,Claude Lorrain
245,View of Delphi with a Procession,2e7e28aa-a77b-c7f8-852b-708c1171f928,Oil on canvas,Realism,Painting,,Claude Lorrain
246,The Roman Forum,da5344ed-3791-97e8-8cf3-0bc4adaa8a74,Etching on ivory laid paper,,Print,,Claude Lorrain
247,Scene of Brigands,f968cd03-2cd3-89f5-4bad-68016ce4b78c,Etching in black on ivory laid paper,,Print,,Claude Lorrain
248,The Black Place,0d8382f8-b876-8c93-c88b-2e89b4f0d2d9,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
249,Harbor Scene with Rising Sun,4ef47b26-9cb3-2c4d-48a6-524bf01b1040,Etching on ivory laid paper,,Print,,Claude Lorrain
250,The Herd Returning in Stormy Weather,d73177b0-fccc-4caa-d39b-549fa390eb71,Etching on ivory laid paper,,Print,,Claude Lorrain
251,The Cowherd,6b99e4a6-6346-0615-4dd1-b3517ea3de18,Etching on ivory laid paper,,Print,,Claude Lorrain
252,The Country Dance,fbae2bad-f5d4-a11b-9ad9-6f08ab88969d,Etching on ivory laid paper,,Print,,Claude Lorrain
253,Yellow Hickory Leaves with Daisy,b3688c8c-06f2-2a35-56bb-19de1a05344e,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
254,The Dance on the River Bank,ff184b81-8589-6d46-3f2f-df54507bd351,Etching on ivory laid paper,,Print,,Claude Lorrain
255,The Four Goats,e30de8cd-6a79-1f1b-068a-2c7f9bd36935,Etching on ivory laid paper,,Print,,Claude Lorrain
256,The Ford,4a2453ca-9a39-8628-c9bc-91e317c583c5,Etching on ivory laid paper,,Print,,Claude Lorrain
257,The Cowherd,54d2643a-84fa-a704-4117-3ef2ed2c1e8a,Etching on ivory laid paper,,Print,,Claude Lorrain
258,Study for Pilgrims at Emmaus,fcfdff58-8608-8eef-37c4-7c0b1502cab8,"Pen and brown ink, with brush and brown wash, and lead white (discolored), on buff laid paper",,Drawing and Watercolor,,Claude Lorrain
259,Sketch of Foliage and Branches,6350c51d-9533-ac1e-90ec-7434b69ddc9d,"Black chalk, white and gray gouache, on tan laid paper, laid down on perimeter to cream wove card",,Drawing and Watercolor,,Claude Lorrain
260,"Green Mountains, Canada",e358588d-f0b2-69a2-5b26-7d8594687a29,Oil on canvas,Modernism,Painting,,Georgia O'Keeffe
261,The Zone (Outside the City Walls),dbb031cc-7171-448a-23bb-bfbdb3b021fa,Black conte crayon on cream laid paper,,Drawing and Watercolor,,Georges Seurat
262,"Three Boats in Harbor, San Vigilio",57babddc-d879-16e5-5fb6-ea83ff05f21a,Oil on canvas,,Painting,,John Singer Sargent
263,Syrian Goats,76558ea3-64d4-2c8b-983b-a2516ab0df7a,Oil on canvas,,Painting,,John Singer Sargent
264,Harriett Pullman Carolan,d0e4422c-86b6-988f-9b11-32faaf900354,Charcoal on cream laid paper,,Drawing and Watercolor,,John Singer Sargent
265,Under the Cypress Trees at Corfu,0ecffa20-c6fd-84be-7ac6-3bf5e4373f2e,Oil on canvas,,Painting,,John Singer Sargent
266,Girl in Spanish Costume,52270042-a6c0-d325-72b7-53a83d3f40c2,Watercolor on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
267,Landscape,3ccdfe37-97e5-4849-2ee9-aef8e7e27595,Black Conté crayon on off-white laid paper,,Drawing and Watercolor,,Georges Seurat
268,Academic Male Nude,eb7b39dd-a13c-f7b9-463c-7446d29e3ab5,"Black Conté crayon, black chalk, and charcoal, with stumping and erasing, on cream laid paper",,Drawing and Watercolor,,Georges Seurat
269,Madame Paul Escudier (Louise Lefevre),c6da9f8c-643b-f331-0f8f-a9b6a844caf6,Oil on canvas,Impressionism,Painting,,John Singer Sargent
270,Mrs. Charles Deering (Marion Denison Whipple),60d5826b-aaa0-68ba-9d6c-fc0bc55c2227,Oil on canvas,Impressionism,Painting,,John Singer Sargent
271,Portrait of Charles Deering,e810d27d-57d8-89d0-49a6-87b1bbc68174,Oil on canvas,Impressionism,Painting,,John Singer Sargent
272,Trees (study for La Grande Jatte),4ee92f52-d821-a065-5c96-5d1be5bf1e7d,"Black Conté crayon, on white laid paper, laid down on cream board",Post-Impressionism,Drawing and Watercolor,,Georges Seurat
273,Roses in a Vase,a153e6ac-16fa-88f3-4984-f96ee6e7353b,"Black Conté crayon on ivory laid paper, discolored to tan, edge mounted on tan wove paper",,Drawing and Watercolor,,Georges Seurat
274,Woman Walking with a Parasol (study for La Grande Jatte),6fc5b353-05d5-82e4-06ee-0ad985f9f091,Conté crayon on cream laid paper,,Drawing and Watercolor,,Georges Seurat
275,Seated Woman with a Parasol (study for La Grande Jatte),8769be30-7bda-37f2-16a8-30e5396d47dc,Black Conté crayon on ivory laid paper,Post-Impressionism,Drawing and Watercolor,,Georges Seurat
276,Fountain of Neptune,15339910-f650-d1ff-2044-1fda9d447574,Oil on board,Impressionism,Painting,,John Singer Sargent
277,"The Patio, Vizcaya",ca181775-ae45-04d6-436e-19ab955bbd87,Watercolor over graphite on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
278,"The Terrace, Vizcaya",2a506cb7-862a-7e8f-1c51-6babd6a380a0,Watercolor and opaque watercolor with wax resist and scraping on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
279,"The Loggia, Vizcaya",97ac2988-428b-e1c2-4227-83ea8941fe9e,Watercolor and opaque watercolor with wax resist over graphite on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
280,"The Basin, Vizcaya",cf6462bb-5e7a-1440-edca-0d47c0e6fc12,Watercolor with touches of opaque watercolor and wax resist over graphite on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
281,Study of Two Bedouins,8bc3f527-bd34-f951-5618-3500dd2ac665,Oil on canvas,Modernism,Painting,,John Singer Sargent
282,Thistles,79b94ddd-e208-1993-01ab-98f75174fe88,Oil on canvas,Impressionism,Painting,,John Singer Sargent
283,Forest Scene,6f4297f5-36eb-6b88-2ee9-0964d85ab5a8,"Watercolor and opaque watercolor with scraping, over traces of graphite wove paper mounted on board",,Drawing and Watercolor,,John Singer Sargent
284,Tarragona Terrace and Garden,931edccd-9a37-bfa7-d9a5-13d644956b40,Watercolor and opaque watercolor with printed paper fragments over traces of graphite on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
285,Life Study (Study of an Egyptian Girl),e6dd6199-c245-d1b4-a997-ce89eafb48ca,Oil on canvas,Realism,Painting,,John Singer Sargent
286,Rehearsal of the Pasdeloup Orchestra at the Cirque d'Hiver,f7ef1f0f-c5c9-6794-9283-2e7ebcde95cd,Oil on canvas,Impressionism,Painting,,John Singer Sargent
287,Bound Man (recto); Sketch of Bound Man (verso),abf56ad2-a03d-40b4-8679-3edff2e4dbbd,Charcoal with stumping and graphite (recto and verso) on cream laid paper,,Drawing and Watercolor,,John Singer Sargent
288,Seated Male Nude with Extended Leg (recto); Sketch of Kneeling Male Nude and Divided Circle (verso),951abdc5-b8a4-55a3-55f6-ab8331436c63,Charcoal (recto and verso) with stumping on ivory laid paper,,Drawing and Watercolor,,John Singer Sargent
289,Mrs. Charles Gifford Dyer (Mary Anthony),59221fa2-45f9-5674-4fbd-9da3eb648d68,Oil on canvas,Impressionism,Painting,,John Singer Sargent
290,Woman with a Muff,32b02a7c-7295-2def-86cc-b54de95ee7c4,"Black Conté crayon, with erasing, on ivory laid paper, laid down on cream laminate board",,Drawing and Watercolor,,Georges Seurat
291,Seated Male Nude,20262b84-da29-b0c0-3462-6c6460bd9c41,Charcoal with stumping on cream laid paper,,Drawing and Watercolor,,John Singer Sargent
292,Red Cross Our Day 1917,e7eb4b2b-07af-4f99-0418-786d4a5201f0,Lithograph in red on cream wove paper laid down on linen,,Print,,John Singer Sargent
293,Panel (Furnishing Fabric),ecff0a9a-8f9a-fe15-d506-d275e6c715d3,"Cotton, weft-float faced satin weave; screen printed",,Textile,,Georges Seurat
294,"The Fountain, Villa Torlonia, Frascati, Italy",3f9aa9db-61e1-7060-fdb0-bfd7e41ddd08,Oil on canvas,Impressionism,Painting,,John Singer Sargent
295,Tree Trunks (study for La Grande Jatte),c78a286e-f65b-03be-584f-ce210905b1e6,Black Conté crayon on ivory laid paper,,Drawing and Watercolor,,Georges Seurat
296,"Oil Sketch for ""La Grande Jatte""",d6c806d3-5a81-22c5-11fb-04100ed93838,Oil on panel,Post-Impressionism,Painting,,Georges Seurat
297,A Sunday on La Grande Jatte — 1884,4eddcf49-3efd-d993-fb1a-75d7e7d5b5a1,Oil on canvas,Impressionism,Painting,,Georges Seurat
298,Water Carriers on the Nile,ffcef98d-6d38-dc75-65e6-cdff009f883c,Oil on canvas,Modernism,Painting,,John Singer Sargent
299,"Final Study for ""Bathers at Asnières""",1db67905-d421-95bf-1e91-4b60dd776886,Oil on panel,Post-Impressionism,Painting,,Georges Seurat
300,An Artist at His Easel,645c2079-016a-998d-411f-b0869349d9c0,Watercolor over traces of graphite on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
301,Workmen at Carrara,f471b95a-2677-d98b-c449-bca661ab965e,Watercolor with touches of opaque watercolor and scraping over graphite on ivory wove paper,Impressionism,Drawing and Watercolor,,John Singer Sargent
302,"Woodsheds, Tyrol",6bcff102-062f-1d3d-dbfe-25a240a2951a,Watercolor with scraping and wax resist over graphite on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
303,"Olive Trees, Corfu",d6a6ee14-75f4-c6b8-3d14-a0c0a8344be5,Watercolor and opaque watercolor with scraping and wax resist over graphite on ivory wove paper,,Drawing and Watercolor,,John Singer Sargent
304,Sketches of Legs and Feet,ea2a2d71-d080-7edf-50be-2950be4621b8,Charcoal with stumping and graphite on cream laid paper,,Drawing and Watercolor,,John Singer Sargent
305,"Seated Male Nude, Arms Uplifted",57a5a62e-5486-c44b-b7ca-f5450881dc5f,Charcoal with stumping on ivory laid paper,,Drawing and Watercolor,,John Singer Sargent
306,Mrs. George Swinton (Elizabeth Ebsworth),074c1b1b-fe92-01ce-9e62-cc99369142dd,Oil on canvas,Impressionism,Painting,,John Singer Sargent
307,Ivan Albright Collection,,"Holograph papers, typescript papers, printed papers, photocopies, bound scrapbooks, black and white photographic prints, color photographic prints, color transparencies, black and white glass negatives, black and white film negatives, ink drawings, graphite drawings, textiles and realia.",,Archives (groupings),,Ivan Albright
